,Symbol,Company,Earnings Call Time,EPS Estimate,Reported EPS,Surprise(%),Earnings Date
16,ABIL,Ability Inc,Before Market Open,,,,2019-04-24
10,ABIO,ARCA Biopharma Inc,TAS,-1.98,-1.86,6.06,2019-05-08
5,ABM,ABM Industries Inc,TAS,0.41,0.47,14.63,2019-06-05
8,ABMC,American Bio Medica Corp,Time Not Supplied,,,,2019-04-18
3,ABMC,American Bio Medica Corp,Time Not Supplied,,,,2019-05-20
46,ABMD,Abiomed Inc,TAS,1.08,1.09,0.93,2019-05-02
5,ABR,Arbor Realty Trust Inc,TAS,0.28,0.26,-7.14,2019-05-10
4,ABT,Abbott Laboratories,TAS,0.61,0.63,3.28,2019-04-17
11,ABTO,AB&T Financial Corp,Time Not Supplied,,,,2019-04-25
4,ABTX,Allegiance Bancshares Inc,TAS,0.65,0.58,-10.77,2019-04-26
7,ABUS,Arbutus Biopharma Corp,TAS,,,,2019-05-06
31,AC,Associated Capital Group Inc,Time Not Supplied,,,,2019-05-07
2,ACA,Arcosa Inc,TAS,0.33,0.58,75.76,2019-05-03
31,ACAD,ACADIA Pharmaceuticals Inc,TAS,-0.52,-0.59,-13.46,2019-05-01
18,ACBI,Atlantic Capital Bancshares Inc,TAS,0.29,0.26,-10.34,2019-04-25
2,ACC,American Campus Communities Inc,TAS,0.22,0.21,-4.55,2019-04-22
43,ACCO,ACCO Brands Corp,TAS,0.06,0.08,33.33,2019-05-02
14,ACER,Acer Therapeutics Inc,After Market Close,-0.82,-0.79,3.66,2019-05-14
11,ACFN,Acorn Energy Inc,TAS,,,,2019-05-16
29,ACGLP,Arch Capital Group Ltd,TAS,0.62,0.67,8.06,2019-04-30
38,ACHC,Acadia Healthcare Company Inc,TAS,0.35,0.39,11.43,2019-04-30
46,ACHN,Achillion Pharmaceuticals Inc,TAS,-0.14,-0.14,,2019-05-09
8,ACHV,Achieve Life Sciences Inc,TAS,-0.63,-0.88,-39.68,2019-05-15
42,ACIA,Acacia Communications Inc,TAS,0.28,0.37,32.14,2019-05-02
26,ACIU,AC Immune SA,TAS,1.21,0.92,-23.97,2019-05-15
12,ACIW,ACI Worldwide Inc,TAS,-0.11,-0.22,-100.0,2019-05-09
3,ACLS,Axcelis Technologies Inc,TAS,0.11,0.18,63.64,2019-05-07
2,ACM,AECOM,TAS,0.63,0.69,9.52,2019-05-08
22,ACMR,ACM Research Inc,TAS,-0.01,0.14,1500.0,2019-05-08
0,ACN,Accenture PLC,TAS,1.89,1.93,2.12,2019-06-27
24,ACNB,ACNB Corp,Time Not Supplied,,,,2019-04-30
21,ACOR,Acorda Therapeutics Inc,TAS,-0.94,-0.56,40.43,2019-05-02
25,ACRE,Ares Commercial Real Estate Corp,TAS,0.33,0.3,-9.09,2019-05-01
41,ACRS,Aclaris Therapeutics Inc,TAS,-0.8,-0.91,-13.75,2019-05-08
1,ACRT,Advanced Credit Technologies Inc,Time Not Supplied,,,,2019-05-15
5,ACRX,AcelRx Pharmaceuticals Inc,TAS,-0.22,-0.17,22.73,2019-05-08
39,ACTG,Acacia Research Corp,TAS,,,,2019-05-09
4,ACU,Acme United Corp,TAS,0.2,0.24,20.0,2019-04-18
5,ACV,Allianzgi Diversified Income & Convertible Fund,Time Not Supplied,,,,2019-06-28
16,ACY,AeroCentury Corp,Time Not Supplied,0.02,-0.85,-4350.0,2019-05-15
1,ADBE,Adobe Inc,TAS,1.78,1.83,2.81,2019-06-18
0,ADC,Agree Realty Corp,TAS,0.42,0.48,14.29,2019-04-22
39,ADES,Advanced Emissions Solutions Inc,TAS,0.64,0.78,21.88,2019-05-07
12,ADGO,Advantego Corporation,Time Not Supplied,,,,2019-04-01
22,ADGO,Advantego Corporation,Time Not Supplied,,,,2019-05-15
1,ADI,Analog Devices Inc,TAS,1.3,1.36,4.62,2019-05-22
0,ADM,Archer Daniels Midland Co,TAS,0.6,0.46,-23.33,2019-04-26
55,ADMP,Adamis Pharmaceuticals Corp,TAS,-0.16,-0.19,-18.75,2019-05-09
28,ADMS,Adamas Pharmaceuticals Inc,After Market Close,-1.15,-1.08,6.09,2019-05-09
4,ADNT,Adient PLC,TAS,0.39,0.31,-20.51,2019-05-07
10,ADOM,Adomani Inc,Time Not Supplied,-0.02,-0.02,,2019-05-02
21,ADP,Automatic Data Processing Inc,TAS,1.68,1.77,5.36,2019-05-01
19,ADS,Alliance Data Systems Corp,TAS,4.05,3.72,-8.15,2019-04-25
0,ADSK,Autodesk Inc,Time Not Supplied,0.47,0.45,-4.26,2019-05-23
36,ADSW,Advanced Disposal Services Inc,TAS,0.06,0.02,-66.67,2019-04-30
13,ADT,ADT Inc,After Market Close,0.29,0.31,6.9,2019-05-07
3,ADTN,ADTRAN Inc,TAS,-0.06,0.1,266.67,2019-04-17
0,ADTR,Alliance Media Holdings Inc,Before Market Open,,,,2019-06-14
1,ADTR,Alliance Media Holdings Inc,Before Market Open,,,,2019-06-14
6,ADUS,Addus Homecare Corp,TAS,0.47,0.52,10.64,2019-05-07
16,ADVM,Adverum Biotechnologies Inc,TAS,-0.27,-0.23,14.81,2019-05-08
2,ADX,Adams Diversified Equity Fund Inc,After Market Close,,,,2019-04-16
4,ADXS,Advaxis Inc,After Market Close,-1.2,-1.32,-10.0,2019-06-10
7,AE,Adams Resources & Energy Inc,After Market Close,,,,2019-05-08
22,AEE,Ameren Corp,TAS,0.68,0.78,14.71,2019-05-09
1,AEGG,American Energy Group Ltd,Time Not Supplied,,,,2019-05-20
8,AEGN,Aegion Corp,TAS,0.1,0.06,-40.0,2019-05-01
1,AEHR,AEHR Test Systems,TAS,-0.08,-0.07,12.5,2019-04-04
11,AEIS,Advanced Energy Industries Inc,TAS,0.48,0.58,20.83,2019-05-06
18,AEL,American Equity Investment Life Holding Co,TAS,0.92,0.97,5.43,2019-05-01
2,AEO,American Eagle Outfitters Inc,TAS,0.21,0.24,14.29,2019-06-05
13,AEP,American Electric Power Company Inc,TAS,1.11,1.19,7.21,2019-04-25
13,AER,AerCap Holdings NV,TAS,1.61,1.68,4.35,2019-05-01
6,AERG,Applied Energetics Inc,Time Not Supplied,,,,2019-05-15
11,AERI,Aerie Pharmaceuticals Inc,TAS,-0.93,-0.78,16.13,2019-05-07
0,AERO,AeroGrow International Inc,TAS,,,,2019-06-24
5,AES,AES Corp,TAS,0.3,0.28,-6.67,2019-05-07
9,AEY,ADDvantage Technologies Group Inc,TAS,,,,2019-05-14
13,AEYE,AudioEye Inc,TAS,-0.18,-0.28,-55.56,2019-05-14
0,AFB,Alliancebernstein National Municipal Income Fund Inc,Time Not Supplied,,,,2019-06-28
19,AFG,American Financial Group Inc,TAS,2.2,2.02,-8.18,2019-05-01
7,AFI,Armstrong Flooring Inc,TAS,-0.2,-0.49,-145.0,2019-05-03
14,AFINP,American Finance Trust Inc,TAS,,,,2019-05-08
2,AFL,Aflac Inc,TAS,1.06,1.12,5.66,2019-04-25
0,AFMD,Affimed NV,TAS,-0.17,0.03,117.65,2019-05-22
1,AFOM,All for One Media Corp,Time Not Supplied,,,,2019-05-17
54,AGCO,AGCO Corp,TAS,0.42,0.86,104.76,2019-05-02
6,AGE,AgeX Therapeutics Inc,After Market Close,,,,2019-04-01
11,AGE,AgeX Therapeutics Inc,After Market Close,,,,2019-05-15
48,AGEN,Agenus Inc,TAS,-0.29,0.12,141.38,2019-05-09
35,AGFS,AgroFresh Solutions Inc,TAS,-0.18,-0.25,-38.89,2019-05-07
2,AGHC,Aeon Global Health Corp,Time Not Supplied,-0.04,-0.04,,2019-06-18
5,AGIO,Agios Pharmaceuticals Inc,TAS,-1.75,-1.59,9.14,2019-05-02
33,AGM,Federal Agricultural Mortgage Corp,TAS,2.06,2.06,,2019-05-02
2,AGN,Allergan plc,TAS,3.55,3.79,6.76,2019-05-07
25,AGNC,AGNC Investment Corp,TAS,0.56,0.52,-7.14,2019-04-24
10,AGNCN,AGNC Investment Corp,TAS,,,,2019-04-24
38,AGO,Assured Guaranty Ltd,TAS,0.75,0.82,9.33,2019-05-09
13,AGR,Avangrid Inc,TAS,0.8,0.71,-11.25,2019-04-24
6,AGRO,Adecoagro SA,TAS,0.11,0.12,9.09,2019-05-21
28,AGTC,Applied Genetic Technologies Corp,TAS,-0.58,0.63,208.62,2019-05-07
8,AGTK,Agritek Holdings Inc,Before Market Open,,,,2019-05-16
0,AGX,Argan Inc,After Market Close,-0.05,-0.04,20.0,2019-04-10
0,AGX,Argan Inc,After Market Close,-0.12,-1.91,-1491.67,2019-06-10
7,AGYS,Agilysys Inc,TAS,-0.09,-0.09,,2019-05-16
28,AHC,A. H. Belo Corp,TAS,,,,2019-04-30
2,AHH,Armada Hoffler Properties Inc,TAS,0.12,0.1,-16.67,2019-05-02
15,AHIX,ALUF Holdings Inc,Time Not Supplied,,,,2019-05-15
49,AHT,Ashford Hospitality Trust Inc,TAS,-0.42,-0.49,-16.67,2019-05-02
12,AI,Arlington Asset Investment Corp,TAS,0.19,0.18,-5.26,2019-05-01
2,AIG,American International Group Inc,TAS,1.06,1.58,49.06,2019-05-06
2,AIM,AIM ImmunoTech Inc,After Market Close,-2.2,-2.91,-32.27,2019-05-16
5,AIMC,Altra Industrial Motion Corp,TAS,0.72,0.8,11.11,2019-04-26
29,AIMT,Aimmune Therapeutics Inc,TAS,-0.97,-0.87,10.31,2019-05-08
30,AIN,Albany International Corp,TAS,0.75,0.87,16.0,2019-04-30
3,AINC,Ashford Inc,TAS,2.5,2.39,-4.4,2019-05-03
3,AINV,Apollo Investment Corp,TAS,0.45,0.47,4.44,2019-05-16
31,AIRG,Airgain Inc,After Market Close,0.04,0.09,125.0,2019-05-09
36,AIRG,Airgain Inc,TAS,0.04,0.09,125.0,2019-05-09
4,AIRI,Air Industries Group,TAS,-0.04,-0.03,25.0,2019-04-29
2,AIRT,Air T Inc,Time Not Supplied,,,,2019-05-30
1,AIRTP,Air T Inc,Time Not Supplied,,,,2019-06-28
9,AIT,Applied Industrial Technologies Inc,TAS,1.15,1.16,0.87,2019-04-26
35,AIV,Apartment Investment and Management Co,TAS,0.06,1.88,3033.33,2019-05-02
14,AIW,Arlington Asset Investment Corp,TAS,,,,2019-05-01
10,AIZ,Assurant Inc,TAS,2.13,2.21,3.76,2019-05-06
17,AIZP,Assurant Inc,TAS,,,,2019-05-06
23,AJG,Arthur J Gallagher & Co,TAS,1.61,1.63,1.24,2019-04-25
22,AJX,Great Ajax Corp,TAS,0.39,0.36,-7.69,2019-05-07
18,AKAM,Akamai Technologies Inc,TAS,1.02,1.1,7.84,2019-04-30
5,AKBA,Akebia Therapeutics Inc,TAS,-0.4,-0.62,-55.0,2019-05-09
18,AKCA,Akcea Therapeutics Inc,TAS,0.98,0.29,-70.41,2019-05-08
9,AKER,Akers Biosciences Inc,TAS,,,,2019-04-01
4,AKER,Akers Biosciences Inc,Time Not Supplied,,,,2019-05-20
15,AKR,Acadia Realty Trust,TAS,0.1,0.15,50.0,2019-04-24
33,AKRX,Akorn Inc,TAS,-0.2,-0.1,50.0,2019-05-07
12,AKS,AK Steel Holding Corp,TAS,0.13,0.23,76.92,2019-04-29
2,AL,Air Lease Corp,TAS,1.2,1.23,2.5,2019-05-09
24,ALB,Albemarle Corp,TAS,1.22,1.23,0.82,2019-05-08
29,ALBO,Albireo Pharma Inc,TAS,-1.32,-1.39,-5.3,2019-05-09
25,ALCO,Alico Inc,TAS,,,,2019-05-07
16,ALDX,Aldeyra Therapeutics Inc,TAS,-0.43,-0.58,-34.88,2019-05-09
41,ALE,ALLETE Inc,TAS,1.16,1.37,18.1,2019-05-02
16,ALEX,Alexander & Baldwin Inc,TAS,0.12,0.12,,2019-05-02
51,ALG,Alamo Group Inc,TAS,1.34,1.3,-2.99,2019-05-02
29,ALGN,Align Technology Inc,TAS,0.83,0.89,7.23,2019-04-24
11,ALGT,Allegiant Travel Co,TAS,3.88,3.52,-9.28,2019-04-24
18,ALIM,Alimera Sciences Inc,TAS,-0.63,-0.6,4.76,2019-04-29
4,ALK,Alaska Air Group Inc,TAS,0.12,0.17,41.67,2019-04-25
3,ALKS,Alkermes Plc,TAS,-0.21,-0.17,19.05,2019-04-25
26,ALL,Allstate Corp,TAS,2.28,2.3,0.88,2019-05-01
10,ALLE,Allegion PLC,TAS,0.87,0.88,1.15,2019-04-25
24,ALLO,Allogene Therapeutics Inc,TAS,-0.43,-0.32,25.58,2019-05-07
15,ALLT,Allot Ltd,Before Market Open,-0.06,-0.05,16.67,2019-05-14
6,ALLY,Ally Financial Inc,TAS,0.78,0.8,2.56,2019-04-18
1,ALMC,Alimco Financial Corp,Time Not Supplied,,,,2019-04-22
30,ALNA,Allena Pharmaceuticals Inc,Before Market Open,-0.49,-0.55,-12.24,2019-05-08
37,ALNY,Alnylam Pharmaceuticals Inc,TAS,-2.07,-1.73,16.43,2019-05-01
3,ALOT,AstroNova Inc,TAS,0.22,0.23,4.55,2019-06-05
51,ALPN,Alpine Immune Sciences Inc,Time Not Supplied,-0.69,-0.7,-1.45,2019-05-09
0,ALPP,Alpine 4 Technologies Ltd,Time Not Supplied,,,,2019-05-24
41,ALRM,Alarm.com Holdings Inc,TAS,0.31,0.34,9.68,2019-05-09
25,ALRN,Aileron Therapeutics Inc,Time Not Supplied,-0.33,-0.49,-48.48,2019-05-08
3,ALSK,Alaska Communications Systems Group Inc,TAS,,,,2019-05-06
4,ALSN,Allison Transmission Holdings Inc,TAS,1.13,1.32,16.81,2019-04-23
14,ALT,Altimmune Inc,TAS,-3.6,-2.34,35.0,2019-04-01
20,ALT,Altimmune Inc,TAS,-3.6,-2.34,35.0,2019-05-14
20,ALTM,Altus Midstream Co,Time Not Supplied,,0.01,,2019-05-01
52,ALTR,Altair Engineering Inc,TAS,0.22,0.26,18.18,2019-05-09
7,ALV,Autoliv Inc,TAS,1.62,1.2,-25.93,2019-04-26
11,ALX,Alexander's Inc,TAS,,,,2019-04-29
31,ALXN,Alexion Pharmaceuticals Inc,TAS,2.19,2.39,9.13,2019-04-25
2,ALYE,Aly Energy Services Inc,Time Not Supplied,,,,2019-04-15
5,ALYE,Aly Energy Services Inc,Time Not Supplied,,,,2019-05-15
15,AM,Antero Midstream Partners LP,After Market Close,0.25,0.16,-36.0,2019-04-23
35,AM,Antero Midstream Corp,After Market Close,0.25,0.16,-36.0,2019-05-01
10,AMAG,AMAG Pharmaceuticals Inc,TAS,-0.26,-0.9,-246.15,2019-05-07
11,AMAL,Amalgamated Bank,TAS,0.32,0.33,3.13,2019-04-30
4,AMAT,Applied Materials Inc,TAS,0.66,0.7,6.06,2019-05-16
0,AMBA,Ambarella Inc,TAS,-0.05,0.01,120.0,2019-06-04
37,AMBC,Ambac Financial Group Inc,TAS,-0.16,-0.2,-25.0,2019-05-09
0,AMBO,Ambow Education Holding Ltd,After Market Close,,,,2019-04-05
0,AMBO,Ambow Education Holding Ltd,Before Market Open,,,,2019-06-05
6,AMBZ,American Business Bank,Time Not Supplied,,,,2019-04-29
20,AMC,AMC Entertainment Holdings Inc,TAS,-0.58,-1.25,-115.52,2019-05-09
8,AMCI,AMCI Acquisition Corp,Time Not Supplied,,,,2019-04-01
14,AMCI,AMCI Acquisition Corp,Time Not Supplied,,,,2019-05-15
27,AMCX,AMC Networks Inc,TAS,2.29,2.64,15.28,2019-05-01
23,AMD,Advanced Micro Devices Inc,TAS,0.05,0.06,20.0,2019-04-30
5,AME,Ametek Inc,TAS,0.97,1.0,3.09,2019-05-01
32,AMED,Amedisys Inc,TAS,0.9,1.11,23.33,2019-04-30
10,AMEH,Apollo Medical Holdings Inc,Before Market Open,0.08,,-100.0,2019-05-13
12,AMG,Affiliated Managers Group Inc,TAS,3.26,3.26,,2019-05-06
34,AMGN,Amgen Inc,TAS,3.48,3.56,2.3,2019-04-30
0,AMH,American Homes 4 Rent,TAS,0.03,0.05,66.67,2019-05-02
8,AMKR,Amkor Technology Inc,TAS,-0.16,-0.1,37.5,2019-05-02
9,AMN,AMN Healthcare Services Inc,TAS,0.69,0.75,8.7,2019-05-02
5,AMNB,American National Bankshares Inc,TAS,0.65,0.69,6.15,2019-04-18
48,AMOT,Allied Motion Technologies Inc,TAS,0.47,0.48,2.13,2019-05-02
2,AMP,Ameriprise Financial Inc,TAS,3.65,3.75,2.74,2019-04-24
1,AMPE,Ampio Pharmaceuticals Inc,After Market Close,,,,2019-05-10
5,AMPG,Amplitech Group Inc,Time Not Supplied,,,,2019-05-14
8,AMPH,Amphastar Pharmaceuticals Inc,TAS,0.04,0.1,150.0,2019-05-09
23,AMPY,Amplify Energy Corp,Time Not Supplied,0.71,0.01,-98.59,2019-04-24
43,AMPY,Amplify Energy Corp,Time Not Supplied,0.71,0.01,-98.59,2019-05-09
7,AMRB,American River Bankshares,TAS,0.23,0.2,-13.04,2019-04-18
22,AMRC,Ameresco Inc,TAS,-0.03,0.02,166.67,2019-04-30
50,AMRK,A-Mark Precious Metals Inc,TAS,0.11,0.14,27.27,2019-05-09
7,AMRN,Amarin Corporation PLC,TAS,-0.11,-0.07,36.36,2019-05-01
15,AMRX,Amneal Pharmaceuticals Inc,TAS,0.18,0.14,-22.22,2019-05-09
6,AMS,American Shared Hospital Services,TAS,,,,2019-05-09
1,AMSC,American Superconductor Corp,TAS,-0.21,-0.23,-9.52,2019-06-05
9,AMSF,Amerisafe Inc,TAS,0.79,0.91,15.19,2019-05-01
0,AMSWA,American Software Inc,After Market Close,0.04,0.06,50.0,2019-06-19
1,AMSWA,American Software Inc,TAS,0.04,0.06,50.0,2019-06-19
6,AMT,American Tower Corp,TAS,0.85,0.89,4.71,2019-05-03
2,AMTB,Amerant Bancorp Inc,Time Not Supplied,0.3,0.32,6.67,2019-04-26
10,AMTBB,Amerant Bancorp Inc,Time Not Supplied,,,,2019-04-26
9,AMTD,TD Ameritrade Holding Corp,TAS,0.92,0.93,1.09,2019-04-23
17,AMTX,Aemetis Inc,Before Market Open,-0.32,-0.48,-50.0,2019-05-09
2,AMWD,American Woodmark Corp,Before Market Open,1.89,1.87,-1.06,2019-05-28
9,AMZN,Amazon.com Inc,TAS,4.72,7.09,50.21,2019-04-25
3,AN,AutoNation Inc,TAS,0.91,1.01,10.99,2019-04-26
1,ANAT,American National Insurance Co,TAS,,,,2019-05-03
18,ANDE,Andersons Inc,TAS,0.17,-0.16,-194.12,2019-05-06
30,ANET,Arista Networks Inc,TAS,2.07,2.31,11.59,2019-05-02
2,ANF,Abercrombie & Fitch Co,TAS,-0.43,-0.29,32.56,2019-05-29
5,ANFI,Amira Nature Foods Ltd,TAS,,,,2019-04-01
31,ANGI,ANGI Homeservices Inc,TAS,-0.01,0.02,300.0,2019-05-08
1,ANGO,AngioDynamics Inc,TAS,0.21,0.19,-9.52,2019-04-02
4,ANH,Anworth Mortgage Asset Corp,TAS,0.1,0.12,20.0,2019-05-03
53,ANIK,Anika Therapeutics Inc,After Market Close,0.19,0.31,63.16,2019-05-02
27,ANIP,ANI Pharmaceuticals Inc,TAS,1.05,1.3,23.81,2019-05-09
4,ANSS,ANSYS Inc,TAS,1.1,1.29,17.27,2019-05-01
8,ANTM,Anthem Inc,TAS,5.81,6.03,3.79,2019-04-24
8,ANVV,Anvia Holdings Corp,Time Not Supplied,,,,2019-05-21
2,AOBC,American Outdoor Brands Corp,TAS,0.16,0.26,62.5,2019-06-19
8,AON,Aon PLC,TAS,3.31,3.31,,2019-04-26
5,AOS,A. O. Smith Corp,TAS,0.57,0.53,-7.02,2019-04-30
28,AOSL,Alpha and Omega Semiconductor Ltd,TAS,0.22,0.22,,2019-05-02
0,AOXY,Advanced Oxygen Technologies Inc,Time Not Supplied,,,,2019-05-05
37,AOXY,Advanced Oxygen Technologies Inc,TAS,,,,2019-05-07
2,AP,Ampco-Pittsburgh Corp,TAS,-0.55,-0.56,-1.82,2019-05-10
6,APA,Apache Corp,TAS,0.12,0.1,-16.67,2019-05-01
14,APAM,Artisan Partners Asset Management Inc,TAS,0.55,0.55,,2019-04-30
28,APD,Air Products and Chemicals Inc,TAS,1.87,1.92,2.67,2019-04-24
42,APDN,Applied DNA Sciences Inc,TAS,-3.6,-3.2,11.11,2019-05-09
12,APEI,American Public Education Inc,TAS,0.33,0.32,-3.03,2019-05-07
44,APEN,Apollo Endosurgery Inc,After Market Close,-0.36,-0.13,63.89,2019-05-02
10,APEX,Apex Global Brands Inc,TAS,-0.03,-0.03,,2019-04-23
3,APEX,Apex Global Brands Inc,TAS,,,,2019-06-18
22,APH,Amphenol Corp,TAS,0.88,0.89,1.14,2019-04-24
8,APHB,AmpliPhi Biosciences Corp,TAS,,,,2019-05-06
34,APLE,Apple Hospitality REIT Inc,TAS,0.16,0.17,6.25,2019-05-08
1,APLT,Applied Therapeutics Inc,Time Not Supplied,-0.4,-1.58,-295.0,2019-06-21
5,APM,Aptorum Group Ltd,Time Not Supplied,,,,2019-04-15
23,APO,Apollo Global Management LLC,TAS,0.56,0.5,-10.71,2019-05-02
2,APOG,Apogee Enterprises Inc,TAS,0.91,0.85,-6.59,2019-04-11
5,APOG,Apogee Enterprises Inc,TAS,0.54,0.58,7.41,2019-06-27
36,APPF,AppFolio Inc,TAS,0.18,0.11,-38.89,2019-05-02
12,APPN,Appian Corp,After Market Close,-0.16,-0.16,,2019-05-02
6,APPS,Digital Turbine Inc,TAS,0.02,0.03,50.0,2019-06-03
37,APRN,Blue Apron Holdings Inc,TAS,-0.97,-0.45,53.61,2019-04-30
0,APT,Alpha Pro Tech Ltd,TAS,,,,2019-05-06
8,APTS,Preferred Apartment Communities Inc,TAS,-0.72,-0.66,8.33,2019-04-29
18,APTV,Aptiv PLC,TAS,1.01,1.05,3.96,2019-05-02
3,APTX,Aptinyx Inc,TAS,-0.45,-0.5,-11.11,2019-05-14
53,APVO,Aptevo Therapeutics Inc,Time Not Supplied,-6.16,-6.16,,2019-05-09
4,APWC,Asia Pacific Wire & Cable Corporation Ltd,Before Market Open,,,,2019-04-30
2,APWC,Asia Pacific Wire & Cable Corporation Ltd,Before Market Open,,,,2019-06-26
11,APY,Apergy Corp,TAS,0.3,0.32,6.67,2019-05-01
36,APYX,Apyx Medical Corp,TAS,-0.18,-0.14,22.22,2019-05-08
32,AQB,AquaBounty Technologies Inc,After Market Close,-0.19,-0.18,5.26,2019-05-02
4,AQMS,Aqua Metals Inc,TAS,-0.13,-0.27,-107.69,2019-05-14
9,AQST,Aquestive Therapeutics Inc,TAS,-0.5,-0.59,-18.0,2019-05-08
49,AQUA,Evoqua Water Technologies Corp,TAS,0.13,0.16,23.08,2019-05-10
30,AR,Antero Resources Corp,TAS,0.03,0.01,-66.67,2019-05-01
25,ARA,American Renal Associates Holdings Inc,After Market Close,0.07,-0.18,-357.14,2019-05-15
12,ARAV,Aravive Inc,TAS,-0.86,-0.42,51.16,2019-05-08
16,ARAY,Accuray Inc,TAS,-0.04,-0.01,75.0,2019-04-23
19,ARC,ARC Document Solutions Inc,TAS,,,,2019-05-06
3,ARCB,ArcBest Corp,TAS,0.29,0.17,-41.38,2019-05-02
16,ARCC,Ares Capital Corp,TAS,0.42,0.48,14.29,2019-04-30
2,ARCE,Arco Platform Ltd,TAS,0.17,0.21,23.53,2019-05-21
11,ARCH,Arch Coal Inc,TAS,2.18,3.91,79.36,2019-04-23
12,ARCH,Arch Coal Inc,Before Market Open,2.18,3.91,79.36,2019-04-23
3,ARCK,ARC Group Inc,Time Not Supplied,,,,2019-06-27
18,ARCO,Arcos Dorados Holdings Inc,TAS,0.08,0.07,-12.5,2019-05-15
5,ARCT,Arcturus Therapeutics Ltd,Time Not Supplied,-0.58,-0.68,-17.24,2019-05-13
4,ARCW,ARC Group Worldwide Inc,TAS,,,,2019-05-17
6,ARD,Ardagh Group SA,TAS,0.32,0.35,9.37,2019-04-26
10,ARDS,Aridis Pharmaceuticals Inc,Time Not Supplied,-0.87,-0.99,-13.79,2019-05-14
7,ARE,Alexandria Real Estate Equities Inc,TAS,0.41,1.11,170.73,2019-04-29
56,ARES,Ares Management Corp,TAS,0.37,0.35,-5.41,2019-05-02
21,AREX,Approach Resources Inc,TAS,-0.1,-0.09,10.0,2019-05-09
2,ARGO,Argo Group International Holdings Ltd,TAS,1.08,1.18,9.26,2019-04-29
4,ARI,Apollo Commercial Real Estate Finance Inc,TAS,0.46,0.5,8.7,2019-04-24
4,ARL,American Realty Investors Inc,Time Not Supplied,,,,2019-04-01
9,ARL,American Realty Investors Inc,Time Not Supplied,,,,2019-05-15
10,ARLO,Arlo Technologies Inc,TAS,-0.5,-0.47,6.0,2019-04-30
17,ARLP,Alliance Resource Partners LP,TAS,0.69,2.12,207.25,2019-04-29
27,ARMK,Aramark,TAS,0.49,0.45,-8.16,2019-05-07
16,ARMP,Armata Pharmaceuticals Inc,TAS,-1.56,-1.54,1.28,2019-05-06
23,ARNA,Arena Pharmaceuticals Inc,TAS,13.89,12.1,-12.89,2019-05-08
26,ARNC,Arconic Inc,TAS,0.39,0.43,10.26,2019-04-30
16,AROC,Archrock Inc,After Market Close,0.15,0.18,20.0,2019-04-29
2,AROW,Arrow Financial Corp,Before Market Open,0.56,0.58,3.57,2019-04-23
17,ARQL,ArQule Inc,TAS,-0.08,-0.09,-12.5,2019-05-01
14,ARR,ARMOUR Residential REIT Inc,TAS,0.62,0.61,-1.61,2019-04-24
5,ARRS,ARRIS International plc,Time Not Supplied,,,,2019-04-29
21,ARTNA,Artesian Resources Corp,After Market Close,,,,2019-05-08
0,ARTW,Art's Way Manufacturing Co Inc,TAS,,,,2019-04-08
11,ARTX,Arotech Corp,TAS,0.03,-0.03,-200.0,2019-05-09
33,ARVN,Arvinas Inc,Before Market Open,-0.46,-0.46,,2019-05-08
14,ARW,Arrow Electronics Inc,TAS,1.9,1.84,-3.16,2019-05-02
